seg_id,quote,quote_en,code1,odr,privacy_direction,privacy_relation,strength,doc_id,page,source,model,jur,v5_verdict,code_v5,v5_stage_a,v5_evidence,v5_confidence,doc_nature,doc_token_stance,doc_prog_stance,doc_rem_stance,code_v5r,reconcile_flag,prog_delegated_private
V9-00890,"The Riksbank also has the assignment of supplying Sweden with banknotes and coins. This assignment means that the Riksbank shall continue to issue banknotes and coins even if the Riksbank, as a complement, issues a digital means of payment.","The Riksbank also has the assignment of supplying Sweden with banknotes and coins. This assignment means that the Riksbank shall continue to issue banknotes and coins even if the Riksbank, as a complement, issues a digital means of payment.",NONE.irrelevant,decision,neutral,not_applicable,2,SE_Riksbank_2017,37,llm_union_v9,claude-sonnet-4-6,SE,keep,INST.mandate,commitment,"the Riksbank shall continue to issue banknotes and coins even if the Riksbank, as a complement, issues a digital means of payment",0.82,research,considering,considering,decided_no,INST.mandate,,False
V9-00891,"if an e-krona contributes to a safer and/or more efficient payment system, it could be considered to come within the framework of the mandate.","if an e-krona contributes to a safer and/or more efficient payment system, it could be considered to come within the framework of the mandate.",NONE.irrelevant,proposal,neutral,not_applicable,1,SE_Riksbank_2017,37,llm_union_v9,claude-sonnet-4-6,SE,keep,INST.mandate,consideration,"if an e-krona contributes to a safer and/or more efficient payment system, it could be considered to come within the framework of the mandate",0.78,research,considering,considering,decided_no,INST.mandate,,False
V9-00892,We have in our analysis assumed that the e-krona will bear its own costs and that the regulatory framework and so on is designed so that the e-krona is not unduly favoured in the competition with private payment services.,We have in our analysis assumed that the e-krona will bear its own costs and that the regulatory framework and so on is designed so that the e-krona is not unduly favoured in the competition with private payment services.,TECH.PROG,proposal,neutral,not_applicable,1,SE_Riksbank_2017,34,llm_union_v9,claude-sonnet-4-6,SE,keep,OTHER.keep,consideration,the e-krona will bear its own costs and that the regulatory framework and so on is designed so that the e-krona is not unduly favoured in the competition with private payment services,0.75,research,considering,considering,decided_no,OTHER.keep,,False
V9-00893,"The e-krona shall be supplied in the same way as banknotes and coins, that is, without quantitative limits.","The e-krona shall be supplied in the same way as banknotes and coins, that is, without quantitative limits.",AML.LIMIT,decision,increases,not_applicable,3,SE_Riksbank_2017,34,llm_union_v9,claude-sonnet-4-6,SE,keep,AML.LIMIT,,,,research,considering,considering,decided_no,AML.LIMIT,,False
V9-00894,"The Riksbank's position, in principle, is that the e-krona shall bear its own costs and not be unduly favoured by the Riksbank. Principles for pricing the e-krona will need to be investigated further.","The Riksbank's position, in principle, is that the e-krona shall bear its own costs and not be unduly favoured by the Riksbank. Principles for pricing the e-krona will need to be investigated further.",TECH.PROG,proposal,neutral,not_applicable,2,SE_Riksbank_2017,34,llm_union_v9,claude-sonnet-4-6,SE,keep,OTHER.keep,commitment,"The Riksbank's position, in principle, is that the e-krona shall bear its own costs and not be unduly favoured by the Riksbank",0.8,research,considering,considering,decided_no,OTHER.keep,,False
V9-00895,A value-based e-krona solution will be less complex from a purely technical point of view.,A value-based e-krona solution will be less complex from a purely technical point of view.,TECH.ARCH.token,proposal,neutral,not_applicable,1,SE_Riksbank_2017,27,llm_union_v9,claude-sonnet-4-6,SE,keep,TECH.TOKEN.considered,consideration,A value-based e-krona solution will be less complex from a purely technical point of view,0.78,research,considering,considering,decided_no,TECH.TOKEN.considered,,False
V9-00896,"A value-based e-krona must, for instance, work in the vast majority of retail terminals and be easy to acquire, it must also be easy to add and subtract values and there must also be a function for redeeming e-kronas.","A value-based e-krona must, for instance, work in the vast majority of retail terminals and be easy to acquire, it must also be easy to add and subtract values and there must also be a function for redeeming e-kronas.",TECH.ARCH.token,proposal,neutral,not_applicable,2,SE_Riksbank_2017,27,llm_union_v9,claude-sonnet-4-6,SE,keep,TECH.TOKEN.considered,consideration,"A value-based e-krona must, for instance, work in the vast majority of retail terminals and be easy to acquire, it must also be easy to add and subtract values and there must also be a function for redeeming e-kronas",0.82,research,considering,considering,decided_no,TECH.TOKEN.considered,,False
V9-00897,"An e-krona shall, however, maintain a good level of technical quality under all circumstances and have the best available security performance regardless of the technology used.","An e-krona shall, however, maintain a good level of technical quality under all circumstances and have the best available security performance regardless of the technology used.",TECH.DLT,decision,neutral,not_applicable,2,SE_Riksbank_2017,27,llm_union_v9,claude-sonnet-4-6,SE,keep,TECH.DLT,,,,research,considering,considering,decided_no,TECH.DLT,,False
V9-00898,"The introduction of an e-krona could, regardless of the choice of model, lead to the Riksbank introducing services aimed at the general public. This is a significant change compared with its current operations, in which the bank has no direct relationship with the general public.","The introduction of an e-krona could, regardless of the choice of model, lead to the Riksbank introducing services aimed at the general public. This is a significant change compared with its current operations, in which the bank has no direct relationship with the general public.",KYC.INTERMED,proposal,conditional,from_intermediary,2,SE_Riksbank_2017,27,llm_union_v9,claude-sonnet-4-6,SE,keep,KYC.INTERMED,,,,research,considering,considering,decided_no,KYC.INTERMED,,False
V9-00899,A register-based e-krona where transfers can be made between accounts will mean that the Riksbank supplies a payment system or settlement system.,A register-based e-krona where transfers can be made between accounts will mean that the Riksbank supplies a payment system or settlement system.,TECH.ARCH.account,proposal,neutral,not_applicable,2,SE_Riksbank_2017,40,llm_union_v9,claude-sonnet-4-6,SE,keep,TECH.TOKEN.decided_no,consideration,A register-based e-krona where transfers can be made between accounts,0.72,research,considering,considering,decided_no,TECH.TOKEN.considered,,False
V9-00900,"If private individuals and non-financial companies are allowed to participate in the e-krona system, that is, have accounts in the system, it cannot be registered as a notified settlement system according to the Finality Directive.","If private individuals and non-financial companies are allowed to participate in the e-krona system, that is, have accounts in the system, it cannot be registered as a notified settlement system according to the Finality Directive.",TECH.ARCH.account,proposal,neutral,not_applicable,2,SE_Riksbank_2017,40,llm_union_v9,claude-sonnet-4-6,SE,keep,LEGAL.basis,consideration,it cannot be registered as a notified settlement system according to the Finality Directive,0.7,research,considering,considering,decided_no,LEGAL.basis,,False
V9-00901,The Riksbank can be expected to have a mandate to issue the e-krona in accordance with the assignment the Riksbank has of providing Sweden with a means of payment and through its responsibility for the payment system.,The Riksbank can be expected to have a mandate to issue the e-krona in accordance with the assignment the Riksbank has of providing Sweden with a means of payment and through its responsibility for the payment system.,NONE.irrelevant,decision,neutral,not_applicable,1,SE_Riksbank_2017,40,llm_union_v9,claude-sonnet-4-6,SE,keep,INST.mandate,consideration,The Riksbank can be expected to have a mandate to issue the e-krona in accordance with the assignment the Riksbank has of providing Sweden with a means of payment and through its responsibility for the payment system,0.85,research,considering,considering,decided_no,INST.mandate,,False
V9-00902,"If the trend in the payment market described in the report continues, we may find ourselves in a situation where the only legal tender according to the legislation is no longer available. This also means that the concept of legal tender needs to be reviewed.","If the trend in the payment market described in the report continues, we may find ourselves in a situation where the only legal tender according to the legislation is no longer available. This also means that the concept of legal tender needs to be reviewed.",NONE.irrelevant,proposal,neutral,not_applicable,1,SE_Riksbank_2017,40,llm_union_v9,claude-sonnet-4-6,SE,keep,LEGAL.basis,consideration,the concept of legal tender needs to be reviewed,0.65,research,considering,considering,decided_no,LEGAL.basis,,False
V9-00903,The issue of a digital means of payment probably needs to be regulated.,The issue of a digital means of payment probably needs to be regulated.,TECH.ARCH.account,proposal,neutral,not_applicable,1,SE_Riksbank_2017,38,llm_union_v9,claude-sonnet-4-6,SE,keep,LEGAL.basis,consideration,The issue of a digital means of payment probably needs to be regulated,0.75,research,considering,considering,decided_no,LEGAL.basis,,False
V9-00904,"If the Riksbank is to issue an e-krona, it should be considered whether this should have the status of legal tender in addition to cash, or whether this concept should be abandoned or changed in some way.","If the Riksbank is to issue an e-krona, it should be considered whether this should have the status of legal tender in addition to cash, or whether this concept should be abandoned or changed in some way.",NONE.irrelevant,proposal,neutral,not_applicable,2,SE_Riksbank_2017,38,llm_union_v9,claude-sonnet-4-6,SE,keep,LEGAL.basis,consideration,"it should be considered whether this should have the status of legal tender in addition to cash, or whether this concept should be abandoned or changed in some way",0.8,research,considering,considering,decided_no,LEGAL.basis,,False
V9-00905,Giving an e-krona the status of legal tender could also be justified by wanting to give them a special position in relation to commercial bank money.,Giving an e-krona the status of legal tender could also be justified by wanting to give them a special position in relation to commercial bank money.,NONE.irrelevant,proposal,neutral,not_applicable,2,SE_Riksbank_2017,38,llm_union_v9,claude-sonnet-4-6,SE,keep,LEGAL.basis,consideration,Giving an e-krona the status of legal tender could also be justified by wanting to give them a special position in relation to commercial bank money,0.72,research,considering,considering,decided_no,LEGAL.basis,,False
V9-00906,"Another way of establishing a means of payment can be to ensure that it can be used for payment of tax, something that is not currently possible with physical cash.","Another way of establishing a means of payment can be to ensure that it can be used for payment of tax, something that is not currently possible with physical cash.",NONE.irrelevant,proposal,neutral,not_applicable,1,SE_Riksbank_2017,38,llm_union_v9,claude-sonnet-4-6,SE,keep,OTHER.keep,consideration,Another way of establishing a means of payment can be to ensure that it can be used for payment of tax,0.65,research,considering,considering,decided_no,OTHER.keep,,False
V9-00907,The regulatory framework that is relevant here will depend on which solution we choose and will therefore be investigated further.,The regulatory framework that is relevant here will depend on which solution we choose and will therefore be investigated further.,AML.RISK,proposal,conditional,from_state,1,SE_Riksbank_2017,38,llm_union_v9,claude-sonnet-4-6,SE,keep,AML.RISK,,,,research,considering,considering,decided_no,AML.RISK,,False
V9-00908,"having private individuals as customers means that more regulations will be applicable, and similarly the more services that are offered, the more regulations will be applicable. Payments of large amounts will also increase the number of applicable regulations.","Having private individuals as customers means that more regulations will be applicable, and similarly the more services that are offered, the more regulations will be applicable. Payments of large amounts will also increase the number of applicable regulations.",AML.RISK,proposal,decreases,from_state,2,SE_Riksbank_2017,38,llm_union_v9,claude-sonnet-4-6,SE,keep,AML.RISK,,,,research,considering,considering,decided_no,AML.RISK,,False
V9-00909,An ongoing focus for MAS is to strengthen our digital currency connectivity by developing the infrastructure and technical competencies necessary to issue a digital Singapore dollar (SGD).,An ongoing focus for MAS is to strengthen our digital currency connectivity by developing the infrastructure and technical competencies necessary to issue a digital Singapore dollar (SGD).,TECH.ARCH.account,proposal,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,4,llm_union_v9,claude-sonnet-4-6,SG,keep,PROC.pilot_learning,commitment,developing the infrastructure and technical competencies necessary to issue a digital Singapore dollar (SGD),0.72,poc_report,silent,delegated_private,silent,PROC.pilot_learning,,False
V9-00910,"Rather than building a Central Bank Digital Currency (CBDC) ledger first, the project has taken a user driven approach instead.","Rather than building a Central Bank Digital Currency (CBDC) ledger first, the project has taken a user driven approach instead.",TECH.DLT,decision,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,4,llm_union_v9,claude-sonnet-4-6,SG,keep,TECH.DLT,,,,poc_report,silent,delegated_private,silent,TECH.DLT,,False
V9-00911,The first phase of the project aims to uncover a potential use cases for a programmable digital SGD and the infrastructure required.,The first phase of the project aims to uncover potential use cases for a programmable digital SGD and the infrastructure required.,TECH.PROG,proposal,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,4,llm_union_v9,claude-sonnet-4-6,SG,keep,PROG.generic,commitment,The first phase of the project aims to uncover potential use cases for a programmable digital SGD and the infrastructure required,0.82,poc_report,silent,delegated_private,silent,PROG.generic,,True
V9-00912,The subsequent phase of Project Orchid will investigate the optimal ledger technology to issue a CBDC as well as its integration to existing financial market infrastructure.,The subsequent phase of Project Orchid will investigate the optimal ledger technology to issue a CBDC as well as its integration to existing financial market infrastructure.,TECH.DLT,proposal,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,4,llm_union_v9,claude-sonnet-4-6,SG,keep,TECH.DLT,,,,poc_report,silent,delegated_private,silent,TECH.DLT,,False
V9-00913,"The introduction of a new electronic means of payment issued by the Riksbank, an e-krona, would counteract the problems that might arise.","The introduction of a new electronic means of payment issued by the Riksbank, an e-krona, would counteract the problems that might arise.",TECH.ARCH.account,proposal,neutral,not_applicable,2,SE_Riksbank_2017,41,llm_union_v9,claude-sonnet-4-6,SE,keep,OTHER.keep,consideration,"The introduction of a new electronic means of payment issued by the Riksbank, an e-krona, would counteract the problems that might arise.",0.65,research,considering,considering,decided_no,OTHER.keep,,False
V9-00914,"If the e-krona offers an alternative platform or infrastructure that can function independently of the commercial, bank-owned infrastructure, it can contribute to the payment systems being better able to withstand technological disruptions.","If the e-krona offers an alternative platform or infrastructure that can function independently of the commercial, bank-owned infrastructure, it can contribute to the payment systems being better able to withstand technological disruptions.",TECH.ARCH.account,proposal,neutral,not_applicable,2,SE_Riksbank_2017,41,llm_union_v9,claude-sonnet-4-6,SE,keep,OTHER.keep,consideration,"If the e-krona offers an alternative platform or infrastructure that can function independently of the commercial, bank-owned infrastructure, it can contribute to the payment systems being better able to withstand technological disruptions.",0.7,research,considering,considering,decided_no,OTHER.keep,,False
V9-00915,The purpose of a possible e-krona would be to manage potential problems on a future payment market and to ensure that the general public has access to central bank money.,The purpose of a possible e-krona would be to manage potential problems on a future payment market and to ensure that the general public has access to central bank money.,TECH.ARCH.account,proposal,neutral,not_applicable,2,SE_Riksbank_2017,41,llm_union_v9,claude-sonnet-4-6,SE,keep,OTHER.keep,consideration,The purpose of a possible e-krona would be to manage potential problems on a future payment market and to ensure that the general public has access to central bank money.,0.7,research,considering,considering,decided_no,OTHER.keep,,False
V9-00916,"An e-krona would primarily be intended for smaller payments between consumers, companies and authorities. It would not be intended for large and time-critical payments between financial institutions, nor to function as a monetary policy instrument.","An e-krona would primarily be intended for smaller payments between consumers, companies and authorities. It would not be intended for large and time-critical payments between financial institutions, nor to function as a monetary policy instrument.",AML.LIMIT,proposal,neutral,not_applicable,3,SE_Riksbank_2017,41,llm_union_v9,claude-sonnet-4-6,SE,keep,AML.LIMIT,,,,research,considering,considering,decided_no,AML.LIMIT,,False
V9-00917,"An e-krona is a direct claim on the Riksbank, is specified in Swedish kronor and can be held by financial institutions, companies and members of the general public. It is electronically accessible 24 hours a day, seven days a week, 365 days a year in real time.","An e-krona is a direct claim on the Riksbank, is specified in Swedish kronor and can be held by financial institutions, companies and members of the general public. It is electronically accessible 24 hours a day, seven days a week, 365 days a year in real time.",TECH.ARCH.account,proposal,neutral,not_applicable,3,SE_Riksbank_2017,41,llm_union_v9,claude-sonnet-4-6,SE,keep,OTHER.keep,commitment,"An e-krona is a direct claim on the Riksbank, is specified in Swedish kronor and can be held by financial institutions, companies and members of the general public. It is electronically accessible 24 hours a day, seven days a week, 365 days a year in real time.",0.8,research,considering,considering,decided_no,OTHER.keep,,False
V9-00918,"Central banks, including MAS, would have to assess which combination of financial infrastructure and technology best aligns with its policy goals.","Central banks, including MAS, would have to assess which combination of financial infrastructure and technology best aligns with its policy goals.",TECH.ARCH.account,proposal,neutral,not_applicable,1,SG_MAS_mas-project-orchid-report,6,llm_union_v9,claude-sonnet-4-6,SG,drop,,generic_theory,,0.75,poc_report,silent,delegated_private,silent,,,False
V9-00919,"The e-krona does not give any interest, but should have a built-in function to make it possible to accrue interest at a later point.","The e-krona does not give any interest, but should have a built-in function to make it possible to accrue interest at a later point.",TECH.PROG,decision,neutral,not_applicable,3,SE_Riksbank_2017,42,llm_union_v9,claude-sonnet-4-6,SE,keep,PROG.remuneration,commitment,"The e-krona does not give any interest, but should have a built-in function to make it possible to accrue interest at a later point.",0.92,research,considering,considering,decided_no,PROG.remuneration_no,,False
V9-00920,The supply of e-kronas shall be determined by demand for them.,The supply of e-kronas shall be determined by demand for them.,TECH.ARCH.account,decision,neutral,not_applicable,2,SE_Riksbank_2017,42,llm_union_v9,claude-sonnet-4-6,SE,keep,OTHER.keep,commitment,The supply of e-kronas shall be determined by demand for them.,0.8,research,considering,considering,decided_no,OTHER.keep,,False
V9-00921,"As the e-krona is in a system that does not come under the finality directive, it is best suited for small payments. Large payments will continue to be made through the RIX system.","As the e-krona is in a system that does not come under the finality directive, it is best suited for small payments. Large payments will continue to be made through the RIX system.",TECH.ARCH.account,decision,neutral,not_applicable,3,SE_Riksbank_2017,42,llm_union_v9,claude-sonnet-4-6,SE,keep,OTHER.keep,commitment,"As the e-krona is in a system that does not come under the finality directive, it is best suited for small payments. Large payments will continue to be made through the RIX system.",0.8,research,considering,considering,decided_no,OTHER.keep,,False
V9-00922,"The Riksbank supplies the central infrastructure for the e-krona, but the interaction with users of the e-krona will be entirely or partly through private or public sector agents with authorisation to mediate payments.","The Riksbank supplies the central infrastructure for the e-krona, but the interaction with users of the e-krona will be entirely or partly through private or public sector agents with authorisation to mediate payments.",KYC.INTERMED,decision,neutral,not_applicable,3,SE_Riksbank_2017,42,llm_union_v9,claude-sonnet-4-6,SE,keep,KYC.INTERMED,,,,research,considering,considering,decided_no,KYC.INTERMED,,False
V9-00923,"The Riksbank will be responsible at the very least for the issue, redemption and settlement of the e-krona.","The Riksbank will be responsible at the very least for the issue, redemption and settlement of the e-krona.",TECH.ARCH.account,decision,neutral,not_applicable,3,SE_Riksbank_2017,42,llm_union_v9,claude-sonnet-4-6,SE,keep,OTHER.keep,commitment,"The Riksbank will be responsible at the very least for the issue, redemption and settlement of the e-krona.",0.85,research,considering,considering,decided_no,OTHER.keep,,False
V9-00924,It is an open question whether the Riksbank should supply a very simple and fundamental payment service that allows users to access their e-kronas without going through a payment services provider.,It is an open question whether the Riksbank should supply a very simple and fundamental payment service that allows users to access their e-kronas without going through a payment services provider.,KYC.INTERMED,proposal,conditional,from_intermediary,1,SE_Riksbank_2017,42,llm_union_v9,claude-sonnet-4-6,SE,keep,KYC.INTERMED,,,,research,considering,considering,decided_no,KYC.INTERMED,,False
V9-00925,A crucial aspect of PBM is that the underlying digital medium of exchange bound within it comes embedded with programmable logic that makes it possible for use across different platforms and systems.,A crucial aspect of PBM is that the underlying digital medium of exchange bound within it comes embedded with programmable logic that makes it possible for use across different platforms and systems.,TECH.PROG,proposal,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,9,llm_union_v9,claude-sonnet-4-6,SG,keep,PROG.restriction,consideration,the underlying digital medium of exchange bound within it comes embedded with programmable logic that makes it possible for use across different platforms and systems,0.72,poc_report,silent,delegated_private,silent,PROG.restriction,,True
V9-00926,PBMs could be used to digitalise vouchers... Vouchers could also be issued to support government disbursement programmes.,PBMs could be used to digitalise vouchers... Vouchers could also be issued to support government disbursement programmes.,TECH.PROG,proposal,neutral,not_applicable,1,SG_MAS_mas-project-orchid-report,9,llm_union_v9,claude-sonnet-4-6,SG,keep,PROG.restriction,consideration,PBMs could be used to digitalise vouchers... Vouchers could also be issued to support government disbursement programmes,0.82,poc_report,silent,delegated_private,silent,PROG.restriction,,True
V9-00927,"if the Riksbank were to offer a payment system for e-krona to private individuals and companies that are not under supervision, it would require more of the Riksbank, both with regard to customer knowledge and follow-up.","If the Riksbank were to offer a payment system for e-krona to private individuals and companies that are not under supervision, it would require more of the Riksbank, both with regard to customer knowledge and follow-up.",KYC.TIER,proposal,decreases,from_state,2,SE_Riksbank_2017,39,llm_union_v9,claude-sonnet-4-6,SE,keep,KYC.TIER,,,,research,considering,considering,decided_no,KYC.TIER,,False
V9-00928,"Several relations might moreover be assessed as high risk, which requires more in-depth checks of the customers.","Several relations might moreover be assessed as high risk, which requires more in-depth checks of the customers.",AML.RISK,proposal,decreases,from_state,2,SE_Riksbank_2017,39,llm_union_v9,claude-sonnet-4-6,SE,keep,AML.RISK,,,,research,considering,considering,decided_no,AML.RISK,,False
V9-00929,"If transactions are to be made through accounts in the Riksbank, the Riksbank will need to also oversee the transactions.","If transactions are to be made through accounts in the Riksbank, the Riksbank will need to also oversee the transactions.",AML.MON,proposal,decreases,from_state,2,SE_Riksbank_2017,39,llm_union_v9,claude-sonnet-4-6,SE,keep,AML.MON,,,,research,considering,considering,decided_no,AML.MON,,False
V9-00930,"The larger the transactions that can be made with e-krona, the higher the requirements made by the anti-money laundering regulations.","The larger the transactions that can be made with e-krona, the higher the requirements made by the anti-money laundering regulations.",AML.LIMIT,proposal,decreases,from_state,2,SE_Riksbank_2017,39,llm_union_v9,claude-sonnet-4-6,SE,keep,AML.LIMIT,,,,research,considering,considering,decided_no,AML.LIMIT,,False
V9-00931,"If the e-krona is value-based and can only be used for smaller payments, the requirements for customer knowledge will be lower. However, even here there need to be checks in the form of oversight.","If the e-krona is value-based and can only be used for smaller payments, the requirements for customer knowledge will be lower. However, even here there need to be checks in the form of oversight.",KYC.TIER,proposal,conditional,from_state,2,SE_Riksbank_2017,39,llm_union_v9,claude-sonnet-4-6,SE,keep,KYC.TIER,,,,research,considering,considering,decided_no,KYC.TIER,,False
V9-00932,"even if some functions such as customer knowledge, money laundering checks, authorisation of transactions and customer support were outsourced to external contractors, the Riksbank would still retain full responsibility.","Even if some functions such as customer knowledge, money laundering checks, authorisation of transactions and customer support were outsourced to external contractors, the Riksbank would still retain full responsibility.",KYC.INTERMED,proposal,neutral,from_intermediary,2,SE_Riksbank_2017,39,llm_union_v9,claude-sonnet-4-6,SE,keep,KYC.INTERMED,,,,research,considering,considering,decided_no,KYC.INTERMED,,False
V9-00933,"The overarching objective of Project Orchid is to build the foundational technology infrastructure and technical competencies necessary to issue a retail CBDC (i.e., a digital version of Singapore dollar cash), should Singapore decide to do so in the future.","The overarching objective of Project Orchid is to build the foundational technology infrastructure and technical competencies necessary to issue a retail CBDC (i.e., a digital version of Singapore dollar cash), should Singapore decide to do so in the future.",TECH.ARCH.token,proposal,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,7,llm_union_v9,claude-sonnet-4-6,SG,keep,PROC.pilot_learning,commitment,"build the foundational technology infrastructure and technical competencies necessary to issue a retail CBDC, should Singapore decide to do so in the future",0.85,poc_report,silent,delegated_private,silent,PROC.pilot_learning,,False
V9-00934,MAS has assessed that there is no urgent need for a retail CBDC in Singapore at this point in time.,MAS has assessed that there is no urgent need for a retail CBDC in Singapore at this point in time.,NONE.irrelevant,decision,neutral,not_applicable,1,SG_MAS_mas-project-orchid-report,7,llm_union_v9,claude-sonnet-4-6,SG,keep,INST.mandate,commitment,MAS has assessed that there is no urgent need for a retail CBDC in Singapore at this point in time,0.78,poc_report,silent,delegated_private,silent,INST.mandate,,False
V9-00935,"MAS has not ruled out the introduction of a retail CBDC at some stage in the future, in light of the dynamic nature of the payment landscape, evolving consumer preferences and likely growth of the digital asset ecosystem.","MAS has not ruled out the introduction of a retail CBDC at some stage in the future, in light of the dynamic nature of the payment landscape, evolving consumer preferences and likely growth of the digital asset ecosystem.",NONE.irrelevant,proposal,neutral,not_applicable,1,SG_MAS_mas-project-orchid-report,7,llm_union_v9,claude-sonnet-4-6,SG,keep,INST.mandate,commitment,MAS has not ruled out the introduction of a retail CBDC at some stage in the future,0.77,poc_report,silent,delegated_private,silent,INST.mandate,,False
V9-00936,"The case for a retail CBDC in Singapore could strengthen over time, especially if innovative uses emerge or there are signs that digital currencies not denominated in SGD are gaining traction as a medium of exchange locally.","The case for a retail CBDC in Singapore could strengthen over time, especially if innovative uses emerge or there are signs that digital currencies not denominated in SGD are gaining traction as a medium of exchange locally.",NONE.irrelevant,proposal,neutral,not_applicable,1,SG_MAS_mas-project-orchid-report,7,llm_union_v9,claude-sonnet-4-6,SG,keep,OTHER.keep,consideration,"The case for a retail CBDC in Singapore could strengthen over time, especially if innovative uses emerge or there are signs that digital currencies not denominated in SGD are gaining traction as a medium of exchange locally",0.72,poc_report,silent,delegated_private,silent,OTHER.keep,,False
V9-00937,"In its first phase, MAS has partnered the public and private sectors to investigate the possibilities around programmability of a digital currency.","In its first phase, MAS has partnered the public and private sectors to investigate the possibilities around programmability of a digital currency.",TECH.PROG,decision,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,7,llm_union_v9,claude-sonnet-4-6,SG,keep,PROC.pilot_learning,commitment,MAS has partnered the public and private sectors to investigate the possibilities around programmability of a digital currency,0.85,poc_report,silent,delegated_private,silent,PROC.pilot_learning,,False
V9-00938,Issuers lock in collateral to create PBM,Issuers lock in collateral to create PBM,TECH.PROG,proposal,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,13,llm_union_v9,claude-sonnet-4-6,SG,drop,,generic_theory,,0.7,poc_report,silent,delegated_private,silent,,,False
V9-00939,"ERC-1155 for multiple issuers, multiple consumers","ERC-1155 for multiple issuers, multiple consumers",TECH.PROG,proposal,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,13,llm_union_v9,claude-sonnet-4-6,SG,drop,,generic_theory,,0.72,poc_report,silent,delegated_private,silent,,,False
V9-00940,"ERC-20 for single issuer, multiple consumers","ERC-20 for single issuer, multiple consumers",TECH.PROG,proposal,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,13,llm_union_v9,claude-sonnet-4-6,SG,drop,,generic_theory,,0.72,poc_report,silent,delegated_private,silent,,,False
V9-00941,"Only interact with the PBM wrapper for P2P transfer, payments etc.","Only interact with the PBM wrapper for P2P transfer, payments etc.",TECH.ARCH.token,proposal,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,13,llm_union_v9,claude-sonnet-4-6,SG,keep,OTHER.keep,consideration,"Only interact with the PBM wrapper for P2P transfer, payments etc.",0.65,poc_report,silent,delegated_private,silent,OTHER.keep,,False
V9-00942,"Directly receive underlying collateral, when receiving payments","Directly receive underlying collateral, when receiving payments",TECH.PROG,proposal,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,13,llm_union_v9,claude-sonnet-4-6,SG,keep,PROG.restriction,consideration,"Directly receive underlying collateral, when receiving payments",0.6,poc_report,silent,delegated_private,silent,PROG.restriction,,True
V9-00943,"MAS expects that, as a monetary instrument, any future retail CBDC will only form a small part of our money supply, playing a useful but ultimately constrained role in the economy just like physical cash.","MAS expects that, as a monetary instrument, any future retail CBDC will only form a small part of our money supply, playing a useful but ultimately constrained role in the economy just like physical cash.",AML.LIMIT,proposal,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,15,llm_union_v9,claude-sonnet-4-6,SG,keep,AML.LIMIT,,,,poc_report,silent,delegated_private,silent,AML.LIMIT,,False
V9-00944,MAS thus envisages the retail CBDC system to be a common and open back-end platform that is fully interoperable with other existing payment systems.,MAS thus envisages the retail CBDC system to be a common and open back-end platform that is fully interoperable with other existing payment systems.,TECH.ARCH.account,proposal,neutral,not_applicable,2,SG_MAS_mas-project-orchid-report,15,llm_union_v9,claude-sonnet-4-6,SG,keep,OTHER.keep,commitment,MAS thus envisages the retail CBDC system to be a common and open back-end platform that is fully interoperable with other existing payment systems.,0.75,poc_report,silent,delegated_private,silent,OTHER.keep,,False
V9-00945,"the retail CBDC system will form part of Singapore's national foundational digital infrastructure, which brings together payments, digital identity and data exchange and authorisation and consent mechanisms to protect the privacy and welfare of individuals more holistically.","the retail CBDC system will form part of Singapore's national foundational digital infrastructure, which brings together payments, digital identity and data exchange and authorisation and consent mechanisms to protect the privacy and welfare of individuals more holistically.",PRIV.MIN,proposal,increases,from_state,2,SG_MAS_mas-project-orchid-report,15,llm_union_v9,claude-sonnet-4-6,SG,keep,PRIV.MIN,,,,poc_report,silent,delegated_private,silent,PRIV.MIN,,False
V9-00946,Future phases of the project may include testing with an MAS issued CBDC.,Future phases of the project may include testing with an MAS issued CBDC.,TECH.PROG,proposal,neutral,not_applicable,1,SG_MAS_mas-project-orchid-report,15,llm_union_v9,claude-sonnet-4-6,SG,keep,PROC.pilot_learning,consideration,Future phases of the project may include testing with an MAS issued CBDC.,0.85,poc_report,silent,delegated_private,silent,PROC.pilot_learning,,False
